acc,pre,rec,f1
0.9390243902439024,0.5,0.6,0.5454545454545454
0.926829268292683,0.9333333333333333,0.7368421052631579,0.8235294117647058
0.9634146341463414,1.0,0.9411764705882353,0.9696969696969697
0.7560975609756098,0.42857142857142855,0.15789473684210525,0.23076923076923078
0.8292682926829268,0.7272727272727273,0.6666666666666666,0.6956521739130435
0.9512195121951219,1.0,0.9230769230769231,0.9600000000000001
0.8658536585365854,0.75,0.23076923076923078,0.3529411764705882
0.9146341463414634,0.8,0.4,0.5333333333333333
0.9390243902439024,0.9714285714285714,0.8947368421052632,0.9315068493150684
0.8658536585365854,1.0,0.08333333333333333,0.15384615384615385
0.9634146341463414,1.0,0.9333333333333333,0.9655172413793104
0.9512195121951219,0.9622641509433962,0.9622641509433962,0.9622641509433962
0.9390243902439024,0.9705882352941176,0.8918918918918919,0.9295774647887325
0.9024390243902439,0.4,0.2857142857142857,0.3333333333333333
0.9512195121951219,0.9166666666666666,0.7857142857142857,0.8461538461538461
0.9634146341463414,1.0,0.7857142857142857,0.88
0.9634146341463414,0.9622641509433962,0.9807692307692307,0.9714285714285713
0.9512195121951219,1.0,0.9024390243902439,0.9487179487179488
0.8658536585365854,0.4,0.2,0.26666666666666666
0.8780487804878049,0.7,0.5,0.5833333333333334
0.9512195121951219,0.9795918367346939,0.9411764705882353,0.96
0.8658536585365854,0.9166666666666666,0.9295774647887324,0.9230769230769231
0.9146341463414634,0.4,0.3333333333333333,0.3636363636363636
0.8780487804878049,0.6,0.5,0.5454545454545454
0.7926829268292683,0.7142857142857143,0.6896551724137931,0.7017543859649122
0.8658536585365854,0.75,0.23076923076923078,0.3529411764705882
0.8536585365853658,0.6818181818181818,0.75,0.7142857142857143
0.8902439024390244,0.8333333333333334,0.38461538461538464,0.5263157894736842
0.9024390243902439,0.7894736842105263,0.7894736842105263,0.7894736842105263
0.975609756097561,0.9811320754716981,0.9811320754716981,0.9811320754716981
0.9024390243902439,0.9302325581395349,0.8888888888888888,0.9090909090909092
0.9512195121951219,1.0,0.9230769230769231,0.9600000000000001
0.9878048780487805,0.9705882352941176,1.0,0.9850746268656716
0.9634146341463414,1.0,0.7857142857142857,0.88
0.9390243902439024,1.0,0.8809523809523809,0.9367088607594937
0.9390243902439024,0.75,0.8181818181818182,0.7826086956521738
0.8658536585365854,0.6153846153846154,0.5714285714285714,0.5925925925925927
0.8536585365853658,0.8888888888888888,0.851063829787234,0.8695652173913044
0.9512195121951219,0.9622641509433962,0.9622641509433962,0.9622641509433962
0.9878048780487805,0.9714285714285714,1.0,0.9855072463768115
